Gene,Synapse Status,Synapse Percentile,Cortex,Striatum,hiPSC,Fetal,SynGO,SynDB,SynSysNet
HBS1L,yes,89.73,1,0,1,0,0,0,0
HBZ,Not a synapse gene,9.61,1,0,0,0,0,0,0
HCCS,yes,90.13,1,1,0,0,0,0,0
HCFC1,Not a synapse gene,86.03,0,0,1,1,0,0,0
HCFC2,Not a synapse gene,24.92,0,0,0,0,0,0,0
HCK,Not a synapse gene,78.59,0,0,0,0,0,0,0
HCLS1,Not a synapse gene,40.78,0,0,0,0,0,0,0
HCN1,yes,89.00,1,0,0,0,1,0,1
HCN2,Not a synapse gene,74.97,1,1,0,0,0,1,0
HCN3,Not a synapse gene,23.91,0,0,0,0,0,0,0
HCN4,Not a synapse gene,15.88,0,0,1,0,0,0,0
HCRTR1,Not a synapse gene,55.40,0,0,0,0,0,0,0
HDAC1,yes,96.14,0,0,0,1,0,0,0
HDAC10,Not a synapse gene,38.56,0,0,0,0,0,0,0
HDAC11,Not a synapse gene,82.08,0,0,0,0,0,0,0
HDAC2,yes,91.63,0,0,1,0,0,0,0
HDAC3,Not a synapse gene,71.71,0,0,0,0,0,0,0
HDAC4,yes,90.79,1,0,0,0,0,0,0
HDAC5,yes,94.06,0,0,0,0,0,0,0
HDAC6,yes,97.66,1,0,1,0,0,0,0
HDAC7,yes,89.83,0,0,0,0,0,0,0
HDAC9,yes,94.13,0,0,0,0,0,0,0
HDC,Not a synapse gene,14.77,0,0,0,0,0,0,0
HDGF,yes,88.52,0,0,0,0,0,0,0
HDLBP,yes,94.56,1,0,1,0,0,1,0
HDX,Not a synapse gene,26.58,0,0,0,0,0,0,0
HEATR1,Not a synapse gene,73.52,0,0,0,0,0,0,0
HEBP1,Not a synapse gene,74.20,0,0,0,0,0,0,0
HEBP2,Not a synapse gene,13.90,0,0,0,0,0,0,0
HECA,Not a synapse gene,20.86,0,0,0,0,0,0,0
HECTD2,Not a synapse gene,22.75,0,0,0,0,0,0,0
HECTD3,Not a synapse gene,31.12,0,0,1,0,0,0,0
HECW1,yes,98.23,1,0,0,0,0,1,0
HECW2,yes,99.35,0,1,1,0,0,1,0
HEG1,Not a synapse gene,14.79,0,0,0,0,0,0,0
HELB,Not a synapse gene,52.24,0,0,0,0,0,0,0
HELLS,Not a synapse gene,68.69,0,0,0,0,0,0,0
HELZ,yes,92.97,0,0,1,0,0,0,0
HELZ2,Not a synapse gene,39.81,0,0,0,0,0,0,0
HEPH,Not a synapse gene,34.43,0,0,0,0,0,0,0
HERC1,yes,94.96,0,0,1,0,0,0,0
HERC2,yes,99.82,0,0,1,0,0,0,0
HERC3,Not a synapse gene,82.88,0,0,0,0,0,0,0
HERC4,Not a synapse gene,56.31,0,0,0,0,0,0,0
HERC5,Not a synapse gene,36.23,0,0,0,0,0,0,0
HERC6,Not a synapse gene,28.73,0,0,0,0,0,0,0
HERPUD1,Not a synapse gene,74.87,0,0,0,0,0,0,0
HES1,Not a synapse gene,48.61,0,0,0,0,0,0,0
HES4,Not a synapse gene,47.52,0,0,0,0,0,0,0
HES5,Not a synapse gene,37.21,0,0,0,0,0,0,0
HES6,Not a synapse gene,47.68,0,0,0,0,0,0,0
HESX1,Not a synapse gene,3.06,0,0,0,0,0,0,0
HEXA,Not a synapse gene,41.70,1,0,0,0,0,0,0
HEXB,Not a synapse gene,81.54,1,1,0,0,0,0,0
HEXIM1,Not a synapse gene,61.24,0,0,0,0,0,0,0
HEXIM2,Not a synapse gene,35.45,0,0,0,0,0,0,0
HEY1,Not a synapse gene,40.57,0,0,0,0,0,0,0
HEY2,Not a synapse gene,36.26,0,0,0,0,0,0,0
HEYL,Not a synapse gene,38.88,0,0,0,0,0,0,0
HFE,Not a synapse gene,21.91,0,0,0,0,0,0,0
HGF,Not a synapse gene,46.26,0,0,0,0,0,0,0
HGS,yes,97.21,1,0,1,0,0,1,0
HHEX,Not a synapse gene,4.93,0,0,0,0,0,0,0
HHIP,Not a synapse gene,20.87,0,0,0,0,0,0,0
HIBADH,Not a synapse gene,65.27,0,0,1,0,0,0,0
HIBCH,Not a synapse gene,27.74,0,0,1,0,0,1,0
HIC1,Not a synapse gene,37.15,0,0,0,0,0,0,0
HIC2,Not a synapse gene,22.29,0,0,0,0,0,0,0
HID1,Not a synapse gene,59.29,0,0,1,0,0,0,0
HIF1A,yes,94.60,0,0,0,0,0,0,0
HIF1AN,Not a synapse gene,82.52,0,0,0,0,0,0,0
HIF3A,Not a synapse gene,20.47,0,0,0,0,0,0,0
HIGD1A,Not a synapse gene,67.57,0,0,0,0,0,1,0
HIGD2A,Not a synapse gene,37.50,0,0,0,0,0,0,0
HILPDA,Not a synapse gene,1.61,0,0,0,0,0,0,0
HINFP,Not a synapse gene,16.73,0,0,0,0,0,0,0
HINT1,Not a synapse gene,58.91,0,0,0,0,0,0,1
HINT3,Not a synapse gene,52.51,1,0,1,0,0,0,0
HIP1,Not a synapse gene,77.52,1,0,1,1,1,1,0
HIPK2,Not a synapse gene,83.75,0,0,0,0,0,0,0
HIPK3,Not a synapse gene,43.98,0,0,0,0,0,0,0
HIPK4,Not a synapse gene,68.86,0,0,0,0,0,0,0
HIRA,Not a synapse gene,68.46,0,0,0,0,0,0,0
HIRIP3,Not a synapse gene,41.71,0,0,0,0,0,0,0
HIVEP2,yes,89.44,0,0,0,0,0,0,0
HIVEP3,Not a synapse gene,37.30,0,0,0,0,0,0,0
HJURP,Not a synapse gene,43.68,0,0,0,0,0,0,0
HK1,Not a synapse gene,85.10,1,1,1,1,0,1,1
HK2,Not a synapse gene,54.80,1,1,1,0,0,0,0
HK3,Not a synapse gene,23.39,0,0,0,0,0,0,0
HKDC1,Not a synapse gene,10.20,1,1,0,0,0,0,0
HLA-B,yes,99.42,0,0,0,0,0,0,0
HLA-DOA,Not a synapse gene,22.25,0,0,0,0,0,0,0
HLA-DQB1,Not a synapse gene,30.71,0,0,0,0,0,0,0
HLA-DRB1,Not a synapse gene,42.44,0,0,0,0,0,0,0
HLA-E,Not a synapse gene,52.72,0,0,0,0,0,0,0
HLA-F,Not a synapse gene,48.72,0,0,0,0,0,0,0
HLA-G,Not a synapse gene,47.91,0,0,0,0,0,0,0
HLCS,Not a synapse gene,56.20,0,0,0,0,0,0,0
HLTF,Not a synapse gene,81.29,0,0,0,0,0,0,0
HLX,Not a synapse gene,23.80,0,0,0,0,0,0,0
HM13,Not a synapse gene,58.80,0,0,1,0,0,0,0
HMBOX1,Not a synapse gene,68.93,0,0,0,0,0,0,0
HMBS,Not a synapse gene,50.52,0,0,1,0,0,0,0
HMCN1,Not a synapse gene,75.43,0,0,0,0,0,0,0
HMG20B,Not a synapse gene,69.78,0,0,0,0,0,0,0
HMGA2,Not a synapse gene,32.47,0,0,1,0,0,0,0
HMGB1,Not a synapse gene,84.74,1,1,1,1,0,0,0
HMGB2,Not a synapse gene,69.93,0,0,1,0,0,0,0
HMGB3,Not a synapse gene,69.32,0,0,0,0,0,0,0
HMGCL,Not a synapse gene,17.03,1,1,0,0,0,0,0
HMGCLL1,Not a synapse gene,63.84,0,0,0,0,0,0,0
HMGCR,Not a synapse gene,55.41,0,0,0,0,0,0,0
HMGCS1,Not a synapse gene,73.97,0,0,1,0,0,0,0
HMGCS2,Not a synapse gene,12.55,0,0,0,0,0,0,0
HMGN2,Not a synapse gene,54.35,0,0,1,1,0,0,0
HMGN3,Not a synapse gene,39.13,0,0,1,1,0,0,0
HMGN5,Not a synapse gene,20.85,0,0,0,0,0,0,0
HMGXB3,Not a synapse gene,28.29,0,0,0,0,0,0,0
HMGXB4,Not a synapse gene,33.23,0,0,1,0,0,0,0
HMMR,Not a synapse gene,53.97,0,0,0,0,0,0,0
HMOX1,Not a synapse gene,71.86,0,0,0,0,0,0,0
HMOX2,yes,92.56,1,1,1,0,0,1,0
HMX2,Not a synapse gene,5.81,0,0,0,0,0,0,0
HMX3,Not a synapse gene,9.77,0,0,0,0,0,0,0
HNF1A,Not a synapse gene,31.57,0,0,0,0,0,0,0
HNF4A,Not a synapse gene,65.91,0,0,0,0,0,0,0
HNMT,Not a synapse gene,21.05,0,0,0,0,0,0,0
HNRNPA0,yes,90.70,1,1,1,1,0,0,0
HNRNPA1,yes,99.43,1,1,1,1,0,1,0
HNRNPA1L2,Not a synapse gene,25.55,0,0,0,0,0,0,0
HNRNPA3,yes,88.33,1,1,1,1,1,0,0
HNRNPC,yes,98.89,0,1,1,1,0,0,0
HNRNPCL1,Not a synapse gene,11.59,0,0,0,0,0,0,0
HNRNPD,yes,97.95,0,1,1,1,1,0,0
HNRNPDL,Not a synapse gene,78.71,0,0,0,0,0,0,0
HNRNPF,yes,93.64,1,0,1,1,0,0,0
HNRNPH1,yes,97.71,1,0,1,1,1,0,0
HNRNPH3,Not a synapse gene,86.80,0,0,1,1,0,0,0
HNRNPK,yes,98.25,1,1,1,1,1,1,0
HNRNPL,yes,91.40,1,1,1,1,0,0,0
HNRNPLL,Not a synapse gene,23.29,0,0,0,0,0,0,0
HNRNPR,yes,91.96,0,0,1,1,0,0,0
HNRNPU,yes,99.70,1,0,1,1,0,0,0
HNRNPUL1,yes,92.37,1,0,1,1,0,0,0
HNRNPUL2,Not a synapse gene,50.08,0,0,0,1,0,0,0
HOMEZ,Not a synapse gene,29.16,0,0,0,0,0,0,0
HOOK1,Not a synapse gene,58.10,0,1,0,0,0,0,0
HOOK2,Not a synapse gene,65.63,0,0,0,0,0,0,0
HOOK3,Not a synapse gene,38.22,1,1,1,0,0,1,0
HOPX,Not a synapse gene,12.64,0,0,0,0,0,0,0
HORMAD1,Not a synapse gene,2.88,0,0,0,0,0,1,0
HORMAD2,Not a synapse gene,6.59,0,0,0,0,0,0,0
HOXA10,Not a synapse gene,12.07,0,0,0,0,0,0,0
HOXA11,Not a synapse gene,5.12,0,0,0,0,0,0,0
HOXA2,Not a synapse gene,5.33,0,0,0,0,0,0,0
HOXA3,Not a synapse gene,9.66,0,0,0,0,0,0,0
HOXA5,Not a synapse gene,11.21,0,0,0,0,0,0,0
HOXA7,Not a synapse gene,7.61,0,0,0,0,0,0,0
HOXA9,Not a synapse gene,15.47,0,0,0,0,0,0,0
HOXB13,Not a synapse gene,7.26,0,0,0,0,0,0,0
HOXB2,Not a synapse gene,29.81,0,0,0,0,0,0,0
HOXB3,Not a synapse gene,14.82,0,0,0,0,0,0,0
HOXB4,Not a synapse gene,17.98,0,0,0,0,0,0,0
HOXB6,Not a synapse gene,9.19,1,0,0,0,0,0,0
HOXB8,Not a synapse gene,4.47,0,0,0,0,0,0,0
HOXC10,Not a synapse gene,20.98,0,0,0,0,0,0,0
HOXC11,Not a synapse gene,19.32,0,0,0,0,0,0,0
HOXC13,Not a synapse gene,4.03,0,0,0,0,0,0,0
HOXC4,Not a synapse gene,22.65,0,0,0,0,0,0,0
HOXC8,Not a synapse gene,24.15,0,0,0,0,0,0,0
HOXC9,Not a synapse gene,17.68,0,0,0,0,0,0,0
HOXD1,Not a synapse gene,24.33,0,0,0,0,0,0,0
HOXD10,Not a synapse gene,3.45,0,0,0,0,0,0,0
HOXD11,Not a synapse gene,9.25,0,0,0,0,0,0,0
HOXD13,Not a synapse gene,7.25,0,0,0,0,0,0,0
HOXD3,Not a synapse gene,4.78,0,0,0,0,0,0,0
HOXD4,Not a synapse gene,13.13,0,0,0,0,0,0,0
HOXD9,Not a synapse gene,11.33,0,0,0,0,0,0,0
HP,Not a synapse gene,27.86,0,0,0,0,0,0,0
HP1BP3,Not a synapse gene,83.78,1,0,1,1,0,0,0
HPD,Not a synapse gene,17.69,0,0,0,0,0,0,0
HPGD,Not a synapse gene,17.12,0,0,0,0,0,0,0
HPRT1,yes,89.70,0,0,0,0,0,0,0
HPS6,Not a synapse gene,21.76,0,0,1,0,0,0,0
HPSE,Not a synapse gene,20.18,0,0,0,0,0,0,0
HPX,Not a synapse gene,2.76,0,0,0,0,0,0,0
HR,Not a synapse gene,40.68,0,0,0,0,0,0,0
HRAS,yes,90.59,0,0,1,0,0,1,1
HRC,Not a synapse gene,21.16,0,0,0,0,0,0,0
HRH1,Not a synapse gene,53.35,0,0,0,0,0,0,0
HRNR,Not a synapse gene,76.11,0,0,1,0,0,0,0
HS1BP3,Not a synapse gene,34.21,0,0,0,0,0,0,0
HS2ST1,Not a synapse gene,38.98,0,0,1,0,0,0,0
HS3ST1,Not a synapse gene,75.96,0,0,0,0,0,0,0
HS3ST3A1,Not a synapse gene,37.73,0,0,0,0,0,0,0
HS3ST3B1,Not a synapse gene,18.56,0,0,0,0,0,0,0
HS6ST1,Not a synapse gene,35.79,0,0,0,0,0,0,0
HS6ST2,Not a synapse gene,47.18,0,0,0,0,0,0,0
HSBP1,Not a synapse gene,27.49,1,0,0,0,0,0,0
HSCB,yes,97.22,0,0,0,0,0,0,0
HSD11B1L,Not a synapse gene,83.99,0,0,0,0,0,0,0
HSD11B2,Not a synapse gene,40.80,0,0,0,0,0,0,0
HSD17B10,yes,95.81,1,1,1,0,0,0,0
HSD17B11,Not a synapse gene,50.49,0,0,0,0,0,0,0
HSD17B12,Not a synapse gene,78.65,1,0,1,0,0,1,0
HSD17B13,Not a synapse gene,32.60,0,0,0,0,0,0,0
HSD17B2,Not a synapse gene,13.45,0,0,0,0,0,0,0
HSD17B4,yes,95.91,1,1,1,1,0,1,1
HSD17B6,Not a synapse gene,64.47,0,0,0,0,0,0,0
HSD17B7,Not a synapse gene,3.72,1,0,1,0,0,0,0
HSD17B8,Not a synapse gene,38.77,1,0,0,1,0,0,0
HSD3B1,Not a synapse gene,4.38,0,0,0,0,0,0,0
HSD3B2,Not a synapse gene,3.51,0,0,0,0,0,0,0
HSDL1,Not a synapse gene,51.92,1,1,1,1,0,1,0
HSDL2,Not a synapse gene,62.85,1,1,0,0,0,1,0
HSF1,Not a synapse gene,76.29,0,0,0,0,0,0,0
HSF2,Not a synapse gene,73.66,0,0,0,0,0,0,0
HSF4,Not a synapse gene,67.26,0,0,0,0,0,0,0
HSH2D,Not a synapse gene,16.66,0,0,0,0,0,0,0
HSP90AA1,yes,99.95,1,1,1,1,0,1,1
HSP90AB1,yes,99.99,1,1,1,1,0,1,0
HSP90B1,yes,91.48,1,1,1,1,0,1,1
HSPA13,Not a synapse gene,49.92,0,0,1,0,0,0,0
HSPA14,Not a synapse gene,15.20,0,0,0,0,0,0,0
HSPA1B,yes,91.95,1,1,0,0,0,1,0
HSPA1L,Not a synapse gene,77.84,1,1,0,0,0,1,0
HSPA2,Not a synapse gene,75.93,1,1,0,0,0,1,0
HSPA4,yes,94.98,1,0,1,1,0,1,1
HSPA4L,Not a synapse gene,82.03,1,0,1,0,0,1,1
HSPA5,yes,99.74,0,0,1,1,0,1,1
HSPA6,Not a synapse gene,73.33,0,0,0,0,0,1,0
HSPA8,yes,99.98,1,1,1,1,1,1,1
HSPA9,yes,96.16,1,1,1,1,0,1,0
HSPB1,yes,97.64,0,0,1,1,0,1,0
HSPB2,Not a synapse gene,78.54,0,0,0,0,0,0,0
HSPB3,Not a synapse gene,25.12,0,0,0,0,0,0,0
HSPB6,Not a synapse gene,56.71,0,0,0,0,0,0,0
HSPB7,Not a synapse gene,56.58,0,0,0,0,0,0,0
HSPB8,Not a synapse gene,50.64,0,0,0,0,0,1,0
HSPBP1,Not a synapse gene,77.72,0,0,1,0,0,0,0
HSPD1,yes,96.22,1,1,1,1,0,1,0
HSPE1,Not a synapse gene,67.73,0,0,0,0,0,0,0
HSPG2,yes,97.48,0,0,1,0,0,0,0
HSPH1,yes,91.41,1,1,1,1,0,1,1
HTATIP2,Not a synapse gene,32.67,0,0,0,0,0,0,0
HTATSF1,Not a synapse gene,77.80,1,0,0,0,0,0,0
HTR1B,Not a synapse gene,57.13,0,0,0,0,1,0,1
HTR1D,Not a synapse gene,44.05,0,0,0,0,0,0,1
HTR2B,Not a synapse gene,17.22,0,0,0,0,0,0,1
HTR3D,Not a synapse gene,3.81,0,0,0,0,0,0,0
HTR4,Not a synapse gene,46.55,0,0,0,0,0,0,0
HTR6,Not a synapse gene,83.15,0,0,0,0,0,0,0
HTRA1,Not a synapse gene,68.94,1,0,0,0,0,0,0
HTRA2,Not a synapse gene,62.39,1,0,1,0,0,0,0
HTT,yes,94.89,1,1,1,0,1,1,1
HUNK,Not a synapse gene,38.05,0,0,0,0,0,0,0
HUS1,Not a synapse gene,31.76,0,0,0,0,0,0,0
HUS1B,Not a synapse gene,7.02,0,0,0,0,0,0,0
HUWE1,yes,98.46,1,1,1,1,0,0,0
HVCN1,Not a synapse gene,9.91,0,0,0,0,0,0,0
HYAL2,Not a synapse gene,37.67,0,0,1,0,0,0,0
HYAL4,Not a synapse gene,2.50,0,0,0,0,0,0,0
HYDIN,yes,90.51,0,0,0,0,0,0,0
HYLS1,Not a synapse gene,3.54,0,0,0,0,0,0,0
HYOU1,yes,88.85,1,0,1,0,0,0,0
IARS2,Not a synapse gene,80.48,1,1,1,0,0,1,0
IBTK,Not a synapse gene,79.84,0,0,0,0,0,0,0
ICA1,Not a synapse gene,77.10,0,0,0,0,0,1,0
ICA1L,Not a synapse gene,41.20,0,0,0,0,0,0,0
ICAM1,Not a synapse gene,76.63,0,0,0,0,0,0,0
ICAM2,Not a synapse gene,11.57,0,0,0,0,0,0,0
ICAM3,Not a synapse gene,25.49,0,0,0,0,0,0,0
ICAM5,yes,88.09,1,1,0,0,0,0,1
ICOSLG,Not a synapse gene,27.16,0,0,1,0,0,0,0
ID1,Not a synapse gene,57.20,0,0,0,0,0,0,0
ID2,Not a synapse gene,75.75,0,0,0,0,0,0,0
ID3,Not a synapse gene,45.45,0,0,0,0,0,0,0
ID4,Not a synapse gene,49.32,0,0,0,0,0,0,0
IDE,Not a synapse gene,66.00,1,0,0,0,0,0,0
IDH1,Not a synapse gene,65.00,1,0,1,1,0,0,1
IDH2,Not a synapse gene,65.02,1,0,1,1,0,1,0
IDH3A,Not a synapse gene,79.25,1,1,1,0,0,1,0
IDH3B,Not a synapse gene,73.72,0,0,1,0,0,0,0
IDH3G,Not a synapse gene,82.72,1,1,0,0,0,0,0
IDI1,Not a synapse gene,67.92,0,0,0,0,0,0,0
IDI2,Not a synapse gene,1.59,0,0,0,0,0,0,0
IDO1,Not a synapse gene,7.41,0,0,0,0,0,0,0
IDS,Not a synapse gene,5.37,0,0,0,0,0,0,0
IER2,Not a synapse gene,45.49,0,0,0,0,0,0,0
IER5,Not a synapse gene,12.42,0,0,0,0,0,0,0
IFFO2,Not a synapse gene,30.39,0,0,0,0,0,0,0
IFI16,yes,95.80,0,0,0,0,0,0,0
IFI27L1,Not a synapse gene,3.07,0,0,0,0,0,0,0
IFI30,Not a synapse gene,25.15,0,0,0,0,0,0,0
IFI35,Not a synapse gene,36.13,0,0,0,0,0,0,0
IFIH1,Not a synapse gene,45.94,0,0,0,0,0,0,0
IFIT1,Not a synapse gene,53.92,0,0,0,0,0,0,0
IFIT1B,Not a synapse gene,4.77,0,0,0,0,0,0,0
IFIT2,Not a synapse gene,42.25,0,0,0,0,0,0,0
IFIT3,Not a synapse gene,54.01,0,0,1,0,0,0,0
IFIT5,Not a synapse gene,40.71,0,0,1,0,0,0,0
IFITM2,Not a synapse gene,20.23,0,0,0,0,0,0,0
IFITM3,Not a synapse gene,48.00,0,0,0,0,0,0,0
IFNAR1,Not a synapse gene,25.87,0,0,0,0,0,0,0
IFNAR2,Not a synapse gene,8.08,0,0,0,0,0,0,0
IFNGR1,Not a synapse gene,66.46,0,0,0,0,0,0,0
IFNGR2,Not a synapse gene,48.91,0,0,0,0,0,0,0
IFNL1,Not a synapse gene,1.32,0,0,0,0,0,0,0
IFNLR1,Not a synapse gene,12.50,0,0,0,0,0,0,0
IFRD1,Not a synapse gene,75.11,0,0,1,0,0,0,0
IFRD2,Not a synapse gene,49.03,0,0,0,0,0,0,0
IFT122,Not a synapse gene,41.72,0,0,0,0,0,0,0
IFT140,Not a synapse gene,35.63,0,0,1,0,0,0,0
IFT172,Not a synapse gene,16.89,0,0,0,0,0,0,0
IFT20,Not a synapse gene,16.65,0,0,0,0,0,0,0
IFT22,Not a synapse gene,6.71,0,0,0,0,0,0,0
IFT43,Not a synapse gene,15.15,0,0,0,0,0,0,0
IFT46,Not a synapse gene,7.89,0,0,0,0,0,0,0
IFT52,Not a synapse gene,22.20,0,0,0,0,0,0,0
IFT57,Not a synapse gene,65.81,0,0,0,0,0,0,0
IFT80,Not a synapse gene,49.08,0,0,0,0,0,0,0
IFT81,Not a synapse gene,33.94,0,0,0,0,0,0,0
IFT88,yes,88.04,0,0,0,0,0,0,0
IGBP1,Not a synapse gene,80.99,1,0,1,0,0,0,0
IGF1R,yes,90.98,0,0,1,0,0,0,0
IGF2BP1,Not a synapse gene,73.92,0,0,1,1,0,0,0
IGF2BP2,Not a synapse gene,69.57,0,0,1,1,0,0,0
IGF2BP3,Not a synapse gene,78.16,0,0,1,1,0,0,0
IGF2R,Not a synapse gene,66.92,0,0,1,0,0,0,0
IGFBP1,Not a synapse gene,9.11,0,0,0,0,0,0,0
IGFBP2,Not a synapse gene,14.96,0,0,0,0,0,0,0
IGFBP3,Not a synapse gene,31.45,0,0,1,0,0,0,0
IGFBP5,Not a synapse gene,62.25,0,0,0,0,0,0,0
IGFBP7,Not a synapse gene,35.67,0,0,0,0,0,0,0
IGFN1,Not a synapse gene,55.78,0,0,0,0,0,0,0
IGHMBP2,Not a synapse gene,38.26,1,0,0,0,0,0,0
IGLL1,Not a synapse gene,0.77,0,0,0,0,0,0,0
IGLL5,Not a synapse gene,3.13,0,0,0,0,0,0,0
IGSF11,Not a synapse gene,21.26,0,0,0,0,0,0,0
IGSF21,Not a synapse gene,79.82,1,0,1,1,0,1,0
IGSF3,Not a synapse gene,25.82,0,0,1,1,0,0,0
IGSF5,Not a synapse gene,15.73,0,0,0,0,0,0,0
IGSF6,Not a synapse gene,4.57,0,0,0,0,0,0,0
IGSF8,yes,96.95,1,1,1,0,0,1,1
IGSF9,Not a synapse gene,26.13,0,0,0,0,0,0,0
IHH,Not a synapse gene,9.39,0,0,0,0,0,0,0
IK,Not a synapse gene,50.84,0,0,0,0,0,0,0
IKBKB,yes,97.87,0,0,0,0,0,0,0
IKZF1,Not a synapse gene,82.20,0,0,0,0,0,0,0
IKZF2,Not a synapse gene,36.07,0,0,0,0,0,0,0
IKZF3,Not a synapse gene,82.07,0,0,0,0,0,0,0
IKZF4,Not a synapse gene,11.67,0,0,0,0,0,0,0
IL10RB,Not a synapse gene,4.80,0,0,0,0,0,0,0
IL12B,Not a synapse gene,5.71,0,0,0,0,0,0,0
IL12RB2,Not a synapse gene,25.31,0,0,0,0,0,0,0
IL15,Not a synapse gene,30.82,0,0,0,0,0,0,0
IL16,Not a synapse gene,55.70,0,0,0,0,0,0,0
IL17RA,Not a synapse gene,76.42,0,0,0,0,0,0,0
IL17RB,Not a synapse gene,36.94,0,0,0,0,0,0,0
IL17RC,Not a synapse gene,54.82,0,0,0,0,0,0,0
IL17RD,Not a synapse gene,22.68,0,0,0,0,0,0,0
IL18,Not a synapse gene,13.75,0,0,0,0,0,0,0
IL18R1,Not a synapse gene,17.34,0,0,0,0,0,0,0
IL1A,Not a synapse gene,17.71,0,0,0,0,0,0,0
IL1B,Not a synapse gene,18.27,0,0,0,0,0,0,0
IL1R1,Not a synapse gene,47.06,0,0,0,0,0,0,0
IL1R2,Not a synapse gene,25.51,0,0,0,0,0,0,0
IL1RAP,Not a synapse gene,54.56,0,0,0,0,0,0,0
IL1RAPL2,yes,93.56,0,0,0,0,0,0,0
IL1RL1,Not a synapse gene,12.31,0,0,0,0,0,0,0
IL1RL2,Not a synapse gene,39.69,0,0,0,0,0,0,0
IL20RB,Not a synapse gene,15.24,0,0,0,0,0,0,0
IL22RA1,Not a synapse gene,3.65,0,0,0,0,0,0,0
IL26,Not a synapse gene,6.68,0,0,0,0,0,0,0
IL27RA,Not a synapse gene,24.05,0,0,0,0,0,0,0
IL2RG,Not a synapse gene,29.59,0,0,0,0,0,0,0
IL32,Not a synapse gene,84.90,0,0,0,0,0,0,0
IL3RA,Not a synapse gene,31.50,0,0,0,0,0,0,0
IL4R,Not a synapse gene,30.54,0,0,0,0,0,0,0
IL5RA,Not a synapse gene,19.06,0,0,0,0,0,1,0
IL6R,Not a synapse gene,18.89,0,0,0,0,0,0,0
IL6ST,Not a synapse gene,71.99,0,0,0,0,0,0,0
IL7R,Not a synapse gene,68.84,0,0,0,0,0,0,0
ILDR1,Not a synapse gene,2.74,0,0,0,0,0,0,0
ILDR2,Not a synapse gene,37.58,0,0,0,0,0,0,0
ILF2,yes,93.42,0,0,1,1,0,0,0
ILF3,yes,98.97,0,0,1,1,0,0,0
ILK,yes,92.19,1,0,1,0,0,0,0
ILKAP,Not a synapse gene,33.52,0,0,1,0,0,0,0
IMMT,Not a synapse gene,83.41,0,0,1,1,0,1,0
IMP3,Not a synapse gene,52.19,0,0,0,0,0,0,0
IMP4,Not a synapse gene,48.95,0,0,0,0,0,0,0
IMPA1,Not a synapse gene,45.48,1,1,1,0,0,1,0
IMPA2,Not a synapse gene,24.21,0,0,0,0,0,0,0
IMPACT,Not a synapse gene,33.24,1,0,0,0,0,0,0
IMPDH1,Not a synapse gene,64.30,0,0,1,0,0,0,0
IMPDH2,Not a synapse gene,85.45,1,0,1,1,0,0,0
INCA1,Not a synapse gene,73.99,0,0,0,0,0,0,0
INCENP,Not a synapse gene,47.35,0,0,0,0,0,0,0
INF2,Not a synapse gene,81.66,1,0,0,0,0,1,0
ING1,Not a synapse gene,32.43,0,0,0,0,0,0,0
ING2,Not a synapse gene,7.30,0,0,0,0,0,0,0
ING3,Not a synapse gene,31.40,0,0,0,0,0,0,0
ING4,Not a synapse gene,39.89,0,0,0,0,0,0,0
ING5,Not a synapse gene,49.51,0,0,0,0,0,0,0
INIP,Not a synapse gene,12.45,0,0,0,0,0,0,0
INMT,Not a synapse gene,12.10,0,0,0,0,0,0,0
INO80,Not a synapse gene,53.20,0,0,0,0,0,0,0
INO80B,Not a synapse gene,42.17,0,0,0,0,0,0,0
INO80C,Not a synapse gene,5.45,0,0,0,0,0,0,0
INO80D,Not a synapse gene,13.21,0,0,0,0,0,0,0
INPP5A,Not a synapse gene,83.28,0,0,0,0,0,0,0
INPP5B,Not a synapse gene,45.50,0,0,0,0,0,0,0
INPP5D,Not a synapse gene,44.79,0,0,0,0,0,0,0
INPP5E,Not a synapse gene,22.61,0,0,0,0,0,0,0
INPP5F,Not a synapse gene,82.17,0,0,1,0,0,0,0
INPP5J,Not a synapse gene,61.61,1,1,0,0,0,0,0
INSM1,Not a synapse gene,32.36,0,0,0,0,0,0,0
INSM2,Not a synapse gene,65.62,0,0,0,0,0,0,0
INSR,yes,94.78,1,0,1,0,0,0,0
INSRR,Not a synapse gene,36.74,0,0,1,0,0,0,0
INTS12,Not a synapse gene,27.34,0,0,0,0,0,0,0
INTS2,Not a synapse gene,26.72,0,0,0,0,0,0,0
INTS3,Not a synapse gene,42.40,0,0,1,0,0,0,0
INTS4,Not a synapse gene,32.64,0,0,0,0,0,0,0
INTS5,Not a synapse gene,39.74,0,0,0,0,0,0,0
INTS6,Not a synapse gene,41.63,0,0,0,0,0,0,0
INVS,Not a synapse gene,42.93,0,0,1,0,0,0,0
IP6K1,Not a synapse gene,43.24,0,0,0,0,0,0,0
IP6K2,Not a synapse gene,75.57,0,0,0,0,0,0,0
IP6K3,Not a synapse gene,34.01,0,0,0,0,0,0,0
IPCEF1,Not a synapse gene,78.15,1,0,0,0,0,0,0
IPMK,Not a synapse gene,15.26,0,0,0,0,0,0,0
IPO11,Not a synapse gene,72.61,0,0,1,0,0,0,0
IPO13,yes,91.64,0,0,1,0,0,0,0
IPO4,Not a synapse gene,68.47,0,0,1,0,0,0,0
